age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,two_year_recid,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay
57,F,Caucasian,Greater than 45,Low,Male,1,-26.0,1,0,0,0,0,26.0,17.0
26,F,Caucasian,25 - 45,Low,Male,1,0.0,3,0,0,0,0,1.0,-2.0
36,M,African-American,25 - 45,Medium,Female,4,-1.0,6,1,2,0,0,1.0,44.0
33,F,Hispanic,25 - 45,Low,Female,2,-10.0,4,1,0,0,0,10.0,217.0
35,F,Caucasian,25 - 45,Medium,Male,3,-1.0,5,1,0,0,0,1.0,28.0
33,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,22.0
47,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,31.0
53,M,Hispanic,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,20.0
35,M,Caucasian,25 - 45,Low,Male,1,-15.0,4,1,0,0,0,16.0,101.0
36,F,African-American,25 - 45,Low,Female,1,-1.0,3,1,0,0,0,1.0,18.0
25,M,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,0,0,0,1.0,23.0
52,F,Hispanic,Greater than 45,Medium,Male,10,0.0,6,0,0,0,0,1.0,3577.0
51,F,Caucasian,Greater than 45,Low,Male,6,0.0,3,1,0,0,0,0.0,54.0
24,F,African-American,Less than 25,High,Male,8,-1.0,8,1,0,0,4,1.0,5157.0
32,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,18.0
43,F,African-American,25 - 45,Medium,Male,8,-1.0,7,1,0,0,0,1.0,8373.0
45,M,African-American,Greater than 45,Medium,Male,20,-1.0,7,0,1,0,1,0.0,1125.0
42,M,African-American,25 - 45,Medium,Male,10,-1.0,5,1,0,0,0,17.0,21.0
22,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,0,0,0,1.0,148.0
49,F,African-American,Greater than 45,Low,Male,4,-26.0,4,0,0,0,0,26.0,27.0
42,F,African-American,25 - 45,Low,Male,0,-3.0,1,1,0,0,0,4.0,814.0
40,M,Caucasian,25 - 45,High,Male,0,-1.0,8,1,0,0,0,1.0,717.0
25,F,African-American,25 - 45,Medium,Male,2,-1.0,7,1,0,1,0,1.0,20.0
25,M,Caucasian,25 - 45,Medium,Male,0,-1.0,5,1,0,0,0,2.0,53.0
23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0,0,1.0,49.0
21,F,Caucasian,Less than 25,Medium,Male,2,-1.0,7,1,0,0,0,1.0,24.0
31,M,Caucasian,25 - 45,Medium,Male,3,0.0,5,0,0,0,0,0.0,7.0
28,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0,0,0.0,22.0
24,F,African-American,Less than 25,High,Male,11,-1.0,9,1,0,0,0,1.0,1227.0
45,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,888.0
23,M,African-American,Less than 25,Low,Male,2,-1.0,4,1,0,0,0,1.0,30.0
39,F,African-American,25 - 45,High,Male,7,0.0,8,1,0,0,0,1.0,3.0
24,F,African-American,Less than 25,Low,Male,1,-1.0,2,0,0,1,0,1.0,17.0
46,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,26.0
47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,0,0,0,1.0,48.0
22,M,African-American,Less than 25,Low,Male,1,-1.0,4,1,0,0,1,1.0,23.0
34,M,Caucasian,25 - 45,Low,Female,0,-2.0,2,0,0,0,0,2.0,26.0
33,M,Caucasian,25 - 45,Low,Male,0,0.0,1,1,0,0,0,0.0,2.0
29,F,African-American,25 - 45,High,Male,16,-1.0,10,1,0,0,1,1.0,17.0
34,M,Hispanic,25 - 45,Low,Male,3,-6.0,2,0,0,0,0,6.0,125.0
29,M,African-American,25 - 45,Medium,Male,0,0.0,6,0,0,0,0,0.0,23.0
25,M,Caucasian,25 - 45,Low,Female,2,-1.0,3,1,0,0,0,1.0,20.0
34,F,Caucasian,25 - 45,Medium,Male,16,-1.0,6,1,0,0,0,1.0,25.0
55,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,22.0
27,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,0,0,0,1.0,21.0
26,M,African-American,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,25.0
39,F,African-American,25 - 45,High,Male,19,-1.0,9,1,2,2,1,1.0,4318.0
24,F,African-American,Less than 25,Medium,Male,1,0.0,7,0,0,0,0,0.0,3.0
29,M,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0,0,0,0.0,21.0
50,F,African-American,Greater than 45,Low,Male,13,0.0,1,1,0,0,0,0.0,5830.0
25,F,Hispanic,25 - 45,Medium,Male,2,-1.0,5,1,0,0,0,1.0,21.0
31,F,African-American,25 - 45,Medium,Male,4,-12.0,5,1,0,0,0,12.0,48.0
31,M,Other,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,5.0
26,F,Caucasian,25 - 45,Medium,Male,2,-1.0,6,0,1,0,0,1.0,17.0
54,F,Caucasian,Greater than 45,Low,Male,2,0.0,2,0,0,0,0,0.0,2331.0
33,F,African-American,25 - 45,High,Male,14,-1.0,8,1,0,0,0,1.0,22.0
22,M,African-American,Less than 25,Low,Male,0,-1.0,4,1,0,0,0,1.0,19.0
35,F,African-American,25 - 45,High,Male,8,0.0,9,0,0,1,0,0.0,5739.0
30,F,Other,25 - 45,Medium,Female,4,-27.0,7,1,0,0,0,1.0,42.0
25,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,19.0
25,F,African-American,25 - 45,Medium,Male,0,0.0,5,0,0,0,0,1.0,4.0
44,F,African-American,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,19.0
29,F,Caucasian,25 - 45,Medium,Female,2,-1.0,7,1,0,0,0,1.0,212.0
46,F,Caucasian,Greater than 45,Low,Male,2,-23.0,3,1,0,0,0,23.0,53.0
53,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,103.0
24,F,African-American,Less than 25,Medium,Male,2,-1.0,7,1,0,0,0,1.0,46.0
52,F,African-American,Greater than 45,Low,Female,2,-1.0,1,1,0,0,0,1.0,25.0
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,18.0
41,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,32.0
21,F,African-American,Less than 25,Medium,Female,0,-2.0,5,1,0,0,0,2.0,21.0
24,F,Caucasian,Less than 25,Low,Male,1,0.0,4,0,0,0,0,0.0,4.0
23,M,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0,0,0,2.0,23.0
42,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,27.0
24,F,African-American,Less than 25,High,Male,5,-1.0,8,1,5,0,0,1.0,28.0
26,F,African-American,25 - 45,High,Male,4,-1.0,8,1,0,0,0,1.0,22.0
50,F,Caucasian,Greater than 45,Low,Male,9,-1.0,3,1,0,0,0,1.0,10198.0
32,M,African-American,25 - 45,Medium,Female,3,-1.0,6,0,0,0,0,1.0,28.0
40,F,African-American,25 - 45,High,Male,13,-1.0,9,0,0,0,0,1.0,24.0
27,F,African-American,25 - 45,Low,Male,2,0.0,3,0,0,0,0,1.0,7.0
23,F,Caucasian,Less than 25,High,Male,0,-1.0,9,1,0,0,0,1.0,21.0
37,M,African-American,25 - 45,High,Male,22,-1.0,9,1,0,0,0,61.0,41.0
32,M,African-American,25 - 45,Low,Male,1,-1.0,4,1,0,0,0,1.0,95.0
52,M,Caucasian,Greater than 45,Low,Male,4,-1.0,3,1,0,0,0,1.0,40.0
29,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,91.0
49,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,4.0
50,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,0,0,0,2.0,54.0
26,F,Caucasian,25 - 45,Low,Male,2,0.0,2,1,0,0,0,1.0,-5.0
34,F,Caucasian,25 - 45,High,Female,0,-1.0,8,1,0,0,0,1.0,749.0
28,F,Caucasian,25 - 45,Medium,Female,1,-1.0,7,0,0,0,0,1.0,236.0
30,F,African-American,25 - 45,Low,Male,0,0.0,3,1,0,0,0,0.0,4.0
24,F,African-American,Less than 25,Low,Male,3,-1.0,4,1,0,0,0,1.0,45.0
25,M,African-American,25 - 45,Low,Male,0,0.0,2,1,0,0,0,0.0,6.0
25,M,African-American,25 - 45,Low,Male,4,-1.0,3,1,0,0,0,1.0,216.0
45,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,19.0
26,F,Caucasian,25 - 45,Medium,Male,1,-1.0,7,1,0,0,0,1.0,72.0
37,F,Other,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,695.0
24,M,Hispanic,Less than 25,Low,Male,0,-1.0,2,0,0,0,0,1.0,47.0
40,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,42.0
33,F,Hispanic,25 - 45,Low,Female,0,-2.0,2,0,0,0,0,2.0,21.0
53,F,Hispanic,Greater than 45,Low,Male,18,0.0,2,0,0,0,0,0.0,26.0
55,M,Hispanic,Greater than 45,Low,Male,0,-7.0,1,0,0,0,0,7.0,138.0
30,F,Other,25 - 45,High,Male,6,-1.0,9,1,0,0,0,1.0,427.0
21,F,African-American,Less than 25,Medium,Male,1,-15.0,7,1,0,0,0,15.0,364.0
55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,20.0
22,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,0,0,0,1.0,13.0
23,F,African-American,Less than 25,Low,Female,1,-6.0,3,0,0,0,0,6.0,22.0
57,F,Caucasian,Greater than 45,Low,Male,9,-1.0,4,1,0,0,0,1.0,1406.0
33,M,Caucasian,25 - 45,Low,Male,0,-2.0,3,1,0,0,0,2.0,21.0
32,F,Caucasian,25 - 45,Low,Male,2,0.0,1,0,0,0,0,0.0,24.0
47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,2,0,0,0,0,1.0,314.0
51,M,Caucasian,Greater than 45,Low,Male,6,11.0,1,1,0,0,0,33.0,445.0
22,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,0,1,0,1.0,30.0
47,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,46.0
28,F,Caucasian,25 - 45,Low,Male,1,-21.0,1,1,0,0,0,22.0,0.0
28,F,African-American,25 - 45,High,Male,5,-1.0,8,0,0,0,0,2.0,837.0
44,M,Caucasian,25 - 45,Low,Female,1,0.0,1,1,0,0,0,1.0,151.0
25,F,African-American,25 - 45,Low,Male,0,0.0,4,1,0,0,0,1.0,64.0
34,M,African-American,25 - 45,Low,Male,4,-1.0,2,0,0,0,0,1.0,23.0
65,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,23.0
33,F,Caucasian,25 - 45,Medium,Male,5,0.0,6,1,0,0,0,1.0,2862.0
23,M,Caucasian,Less than 25,Low,Female,0,-1.0,3,0,0,0,0,1.0,20.0
44,M,Caucasian,25 - 45,Low,Female,0,-2.0,1,0,0,0,0,2.0,23.0
24,M,African-American,Less than 25,Low,Male,1,-1.0,3,0,0,0,0,1.0,14.0
51,M,Caucasian,Greater than 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,29.0
21,F,African-American,Less than 25,High,Female,0,-1.0,8,1,0,0,0,1.0,43.0
39,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,0,0,0,0,1.0,21.0
29,F,African-American,25 - 45,High,Male,29,-1.0,8,1,0,0,0,1.0,120.0
24,F,Caucasian,Less than 25,Medium,Male,1,-5.0,6,0,0,0,0,5.0,16.0
23,F,African-American,Less than 25,Medium,Female,0,-1.0,5,1,0,0,0,1.0,54.0
31,F,African-American,25 - 45,High,Male,11,0.0,10,1,0,0,2,1.0,-11.0
35,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,17.0
30,F,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,21.0
39,F,African-American,25 - 45,Medium,Female,4,-3.0,6,0,0,0,0,3.0,77.0
51,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,28.0
22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,7,0,0,0,1,4.0,5683.0
29,F,Caucasian,25 - 45,Low,Male,2,-24.0,2,0,0,0,0,24.0,551.0
32,F,Caucasian,25 - 45,Low,Male,6,-1.0,2,1,0,0,0,1.0,67.0
33,M,Caucasian,25 - 45,Low,Male,3,-16.0,4,1,0,0,0,16.0,282.0
58,F,Caucasian,Greater than 45,Low,Male,5,-1.0,3,1,0,0,0,1.0,29.0
54,F,Other,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,670.0
33,F,African-American,25 - 45,High,Male,2,-1.0,9,1,0,0,0,5.0,680.0
48,F,African-American,Greater than 45,Low,Male,10,0.0,4,0,0,0,0,0.0,4203.0
23,M,African-American,Less than 25,High,Male,0,-1.0,8,0,0,0,0,1.0,76.0
23,F,Caucasian,Less than 25,Medium,Male,2,-1.0,7,1,0,0,0,1.0,363.0
47,M,Asian,Greater than 45,Low,Male,1,0.0,1,0,0,0,0,1.0,29.0
21,F,Other,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,49.0
29,M,African-American,25 - 45,High,Male,0,-1.0,9,1,0,0,0,1.0,40.0
48,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,23.0
37,M,Caucasian,25 - 45,Low,Male,4,-1.0,4,1,0,0,0,1.0,1988.0
50,F,Caucasian,Greater than 45,Low,Male,3,-1.0,3,0,0,0,0,1.0,337.0
19,F,African-American,Less than 25,High,Male,3,-1.0,8,1,0,0,0,1.0,47.0
49,F,African-American,Greater than 45,Low,Male,13,-1.0,3,0,2,0,0,1.0,17.0
58,F,Caucasian,Greater than 45,Medium,Male,2,-1.0,5,0,0,0,0,1.0,120.0
31,F,African-American,25 - 45,High,Male,6,0.0,8,0,0,0,0,0.0,3.0
23,M,African-American,Less than 25,Medium,Male,1,-1.0,7,0,0,0,2,1.0,23.0
23,F,African-American,Less than 25,Low,Female,0,0.0,3,1,0,0,0,1.0,22.0
31,F,Caucasian,25 - 45,High,Male,17,-1.0,8,1,0,0,0,1.0,27.0
33,F,Other,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,2007.0
57,F,Caucasian,Greater than 45,Low,Male,6,-23.0,2,0,0,0,0,24.0,28.0
31,M,Caucasian,25 - 45,Low,Female,0,-3.0,2,0,0,0,0,3.0,18.0
57,F,African-American,Greater than 45,Medium,Male,19,-1.0,6,0,0,0,0,1.0,76.0
57,M,Caucasian,Greater than 45,Medium,Male,12,0.0,5,0,0,0,0,1.0,78.0
29,M,African-American,25 - 45,Medium,Male,6,-1.0,7,1,0,0,0,1.0,22.0
30,M,African-American,25 - 45,Low,Male,0,0.0,1,1,0,0,0,0.0,5.0
45,F,African-American,Greater than 45,Low,Male,11,-1.0,3,0,0,0,0,1.0,23.0
42,F,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,0,0,0,0.0,2.0
48,F,Other,Greater than 45,Low,Male,7,-1.0,2,0,0,0,0,1.0,19.0
29,F,African-American,25 - 45,High,Male,12,0.0,8,1,0,2,0,1.0,293.0
28,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,21.0
25,M,African-American,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,27.0
34,M,Caucasian,25 - 45,Medium,Female,3,-1.0,5,0,0,0,0,1.0,240.0
27,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,24.0
39,F,African-American,25 - 45,Low,Male,4,0.0,4,0,0,0,0,0.0,964.0
27,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,0,0,0,1.0,1220.0
30,F,Caucasian,25 - 45,High,Male,7,-1.0,10,1,0,0,1,1.0,20.0
31,M,African-American,25 - 45,High,Male,15,-1.0,10,1,3,0,1,1.0,113.0
20,M,African-American,Less than 25,High,Male,1,-1.0,9,1,0,0,1,1.0,21.0
26,F,Caucasian,25 - 45,High,Male,2,-1.0,9,1,0,0,0,1.0,23.0
34,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,24.0
27,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,21.0
29,F,African-American,25 - 45,Low,Male,4,-1.0,2,0,0,0,0,1.0,27.0
27,F,African-American,25 - 45,Medium,Male,7,-1.0,6,0,0,0,0,1.0,111.0
24,F,Caucasian,Less than 25,High,Female,0,-1.0,8,0,0,0,0,1.0,45.0
29,F,African-American,25 - 45,Medium,Male,0,-1.0,5,1,0,0,0,1.0,13.0
20,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,15.0
23,F,Caucasian,Less than 25,Low,Female,0,-1.0,3,0,0,0,0,1.0,6.0
48,M,African-American,Greater than 45,Low,Female,0,0.0,1,0,0,0,0,0.0,4.0
34,M,African-American,25 - 45,Low,Male,0,0.0,1,1,0,0,0,0.0,4.0
46,M,African-American,Greater than 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,24.0
41,F,Caucasian,25 - 45,Medium,Female,3,-1.0,5,0,0,0,0,1.0,26.0
26,F,African-American,25 - 45,Medium,Male,3,-1.0,6,1,0,0,0,1.0,23.0
37,F,African-American,25 - 45,High,Male,11,-1.0,8,1,0,0,0,1.0,30.0
22,F,Caucasian,Less than 25,Low,Female,2,-1.0,3,0,0,0,0,1.0,23.0
32,F,African-American,25 - 45,Low,Male,7,-1.0,1,0,0,0,0,1.0,17.0
44,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,48.0
60,M,African-American,Greater than 45,Low,Male,3,-1.0,1,0,0,0,0,1.0,21.0
49,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,1.0,-5.0
30,M,African-American,25 - 45,Low,Male,10,0.0,4,1,0,0,0,0.0,46.0
52,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,24.0
34,F,African-American,25 - 45,High,Male,0,-1.0,10,0,0,0,0,1.0,39.0
55,F,African-American,Greater than 45,Low,Male,5,-1.0,4,1,0,0,0,1.0,86.0
33,M,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,0,0,1.0,19.0
22,F,African-American,Less than 25,Medium,Male,0,-1.0,6,1,0,0,0,1.0,19.0
27,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0,0,0.0,30.0
20,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,0,0,2,1.0,17.0
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,1293.0
26,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,53.0
29,M,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0,0,1.0,45.0
32,M,African-American,25 - 45,Low,Male,1,0.0,3,0,0,0,0,0.0,0.0
37,M,Caucasian,25 - 45,Low,Male,4,0.0,1,0,0,0,0,0.0,19.0
31,F,African-American,25 - 45,High,Male,15,0.0,10,0,0,0,0,0.0,2497.0
29,F,African-American,25 - 45,High,Male,6,-1.0,8,1,0,0,0,1.0,18.0
31,F,African-American,25 - 45,Low,Male,6,0.0,4,0,0,0,0,0.0,985.0
36,F,Caucasian,25 - 45,Low,Female,2,-1.0,3,0,0,0,0,1.0,45.0
37,F,African-American,25 - 45,Low,Female,1,-11.0,1,0,0,0,0,11.0,215.0
34,M,Caucasian,25 - 45,Low,Male,5,-1.0,2,1,0,0,0,43.0,145.0
20,M,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,0,0,0,1.0,27.0
24,F,Caucasian,Less than 25,High,Male,8,-1.0,9,1,0,0,2,1.0,847.0
29,M,African-American,25 - 45,High,Male,8,-1.0,9,1,0,1,0,1.0,21.0
45,F,African-American,Greater than 45,Low,Female,1,-4.0,1,0,0,0,0,4.0,70.0
34,F,Caucasian,25 - 45,Medium,Male,2,-1.0,7,1,0,0,0,1.0,19.0
70,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,25.0
23,F,African-American,Less than 25,High,Male,4,-1.0,9,0,1,0,0,1.0,72.0
27,M,Caucasian,25 - 45,Low,Male,5,-12.0,4,0,0,0,0,12.0,49.0
44,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,0,0,0,1.0,2852.0
26,M,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0,0,1.0,21.0
23,M,Caucasian,Less than 25,Medium,Female,2,-1.0,6,0,0,0,0,1.0,21.0
27,F,African-American,25 - 45,High,Male,3,-1.0,9,1,0,0,0,0.0,187.0
46,F,Caucasian,Greater than 45,Low,Female,1,-1.0,2,0,0,0,0,2.0,606.0
27,F,African-American,25 - 45,Medium,Female,1,0.0,5,0,1,0,0,0.0,644.0
45,F,Caucasian,Greater than 45,Low,Male,7,-1.0,2,0,0,0,0,1.0,25.0
42,M,African-American,25 - 45,Medium,Male,1,-12.0,5,0,0,0,0,12.0,188.0
24,M,Caucasian,Less than 25,Medium,Female,3,-1.0,5,1,0,1,0,1.0,14.0
20,F,African-American,Less than 25,High,Male,2,-1.0,8,1,1,1,1,1.0,51.0
49,F,Caucasian,Greater than 45,Low,Male,3,0.0,4,0,0,0,0,0.0,4.0
29,F,Hispanic,25 - 45,Low,Male,0,0.0,2,0,0,0,0,0.0,-4.0
52,F,Caucasian,Greater than 45,Low,Female,1,-8.0,1,0,0,0,0,8.0,77.0
37,M,Hispanic,25 - 45,Low,Male,4,0.0,1,1,0,0,0,0.0,24.0
26,M,African-American,25 - 45,Low,Male,1,-1.0,3,0,0,0,0,1.0,170.0
53,F,African-American,Greater than 45,Low,Male,15,-1.0,1,1,0,0,0,1.0,1942.0
47,F,Hispanic,Greater than 45,Low,Male,1,-27.0,1,0,0,0,0,27.0,408.0
38,M,African-American,25 - 45,High,Male,0,-1.0,8,1,0,0,0,1.0,17977.0
25,F,African-American,25 - 45,Medium,Male,1,0.0,6,0,0,0,0,1.0,-12.0
21,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,0,0,1.0,140.0
48,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,27.0
24,F,Other,Less than 25,Low,Female,0,-1.0,3,0,0,0,0,1.0,25.0
22,F,African-American,Less than 25,Low,Male,0,-1.0,4,1,0,0,0,1.0,14.0
38,M,Caucasian,25 - 45,Low,Male,2,0.0,2,0,0,0,0,1.0,678.0
23,F,Other,Less than 25,Low,Male,0,0.0,3,1,0,0,0,0.0,72.0
54,M,Other,Greater than 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,22.0
24,F,Hispanic,Less than 25,Low,Male,1,0.0,4,0,0,0,0,0.0,260.0
44,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,1,0,0,0,1.0,22.0
64,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,20.0
38,M,Caucasian,25 - 45,Medium,Male,5,-18.0,5,1,0,0,0,18.0,2.0
45,M,Other,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,23.0
49,F,African-American,Greater than 45,Medium,Male,1,-1.0,5,0,0,0,0,1.0,124.0
33,M,Asian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,20.0
44,F,Hispanic,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,28.0
51,F,African-American,Greater than 45,Low,Male,3,-1.0,1,0,0,0,0,1.0,72.0
50,F,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,23.0
33,M,Caucasian,25 - 45,Low,Male,2,-22.0,2,0,0,2,0,22.0,524.0
54,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,719.0
28,F,Hispanic,25 - 45,Medium,Male,3,-1.0,5,1,0,0,0,1.0,21.0
42,M,African-American,25 - 45,Medium,Male,17,-1.0,7,1,0,0,0,0.0,1244.0
34,F,Caucasian,25 - 45,Low,Male,3,-1.0,1,0,0,0,0,1.0,26.0
38,F,Caucasian,25 - 45,Low,Male,2,-1.0,3,1,0,0,0,1.0,221.0
21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,0,0,0,1.0,27.0
33,F,African-American,25 - 45,Low,Male,5,0.0,4,0,0,0,0,1.0,-6.0
32,M,African-American,25 - 45,Medium,Male,9,-1.0,7,1,0,0,1,1.0,552.0
45,M,Caucasian,Greater than 45,Low,Male,1,0.0,1,0,0,0,0,0.0,32.0
30,F,Caucasian,25 - 45,High,Male,1,-1.0,8,1,0,0,0,1.0,815.0
29,F,African-American,25 - 45,High,Female,0,-1.0,10,0,0,0,0,1.0,43.0
51,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,1,0,0,0,1.0,191.0
28,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0,0,1.0,15.0
27,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0,0,0,1.0,22.0
28,F,Hispanic,25 - 45,High,Male,16,-1.0,10,1,0,0,0,1.0,699.0
30,F,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0,0,1.0,-4.0
32,M,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,0,0,1.0,44.0
27,F,Caucasian,25 - 45,Low,Male,5,-1.0,4,0,0,0,0,1.0,21.0
21,F,Hispanic,Less than 25,Medium,Male,1,-1.0,5,1,0,0,0,1.0,48.0
21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0,0,1.0,41.0
34,F,Caucasian,25 - 45,Low,Female,0,-1.0,3,1,0,0,0,1.0,1507.0
24,F,African-American,Less than 25,High,Male,7,-1.0,9,1,0,0,0,1.0,4794.0
32,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,457.0
38,F,Caucasian,25 - 45,Medium,Female,5,-1.0,6,1,0,0,0,1.0,1002.0
56,M,African-American,Greater than 45,Low,Male,3,-28.0,1,0,0,0,0,28.0,356.0
44,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,31.0
31,M,African-American,25 - 45,Medium,Male,1,-1.0,5,1,0,0,0,1.0,22.0
25,F,Caucasian,25 - 45,Medium,Female,6,-1.0,7,0,0,0,0,0.0,596.0
20,M,African-American,Less than 25,Medium,Female,0,-1.0,5,0,0,0,0,1.0,23.0
35,M,African-American,25 - 45,Medium,Male,1,-1.0,5,0,0,0,0,4272.0,37.0
33,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,0,0,0,1.0,21.0
24,M,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,28.0
40,M,Hispanic,25 - 45,Low,Female,2,-7.0,2,0,0,0,0,7.0,94.0
27,F,African-American,25 - 45,High,Male,9,0.0,9,1,0,0,0,0.0,3.0
38,F,African-American,25 - 45,Medium,Male,9,-1.0,5,1,0,0,0,1.0,46.0
20,F,Caucasian,Less than 25,Medium,Male,0,-1.0,6,1,0,0,1,1.0,26.0
30,F,African-American,25 - 45,Low,Male,9,-1.0,3,1,0,0,0,1.0,29.0
36,F,Caucasian,25 - 45,Medium,Male,9,0.0,6,1,0,0,0,0.0,461.0
23,M,African-American,Less than 25,High,Male,2,-1.0,9,1,0,0,0,1.0,183.0
39,F,African-American,25 - 45,High,Male,21,-1.0,10,1,0,0,0,1.0,16.0
